_id,id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,cycle_norm,RUL
605b1d2560f42e6ba7b3535c,31,123,0.775862069,0.5,0,0,0.6144578313,0.309352518,0.3985482782,0,1,0.5120772947,0.2878787879,0.2215292112,0,0.3035714286,0.5223880597,0.3382352941,0.2641139436,0.4520969604,0,0.5,0,0,0.5968992248,0.7129246065,0.3379501385,81
605b1d2560f42e6ba7b3535d,31,124,0.3735632184,0.75,0,0,0.2228915663,0.3156747329,0.4142471303,0,1,0.4911433172,0.2878787879,0.1858117204,0,0.3273809524,0.5479744136,0.2647058824,0.2624109815,0.3689880723,0,0.4166666667,0,0,0.6201550388,0.5636564485,0.3407202216,80
605b1d2560f42e6ba7b3535e,31,125,0.5114942529,0.8333333333,0,0,0.4879518072,0.4983649444,0.3889264011,0,1,0.6892109501,0.2575757576,0.2136318765,0,0.4285714286,0.6673773987,0.2647058824,0.2874393642,0.4036167757,0,0.4166666667,0,0,0.496124031,0.5896161281,0.3434903047,79
605b1d2560f42e6ba7b3535f,31,126,0.6609195402,0.3333333333,0,0,0.4006024096,0.3259210813,0.354827819,0,1,0.7391304348,0.2272727273,0.2314457507,0,0.3571428571,0.6162046908,0.2647058824,0.2397564248,0.4555598307,0,0.5,0,0,0.5426356589,0.5515051091,0.3462603878,78
605b1d2560f42e6ba7b35360,31,127,0.6494252874,1,0,0,0.3975903614,0.4933507739,0.4557731263,0,1,0.5845410628,0.303030303,0.2498429507,0,0.2797619048,0.4840085288,0.3382352941,0.2448137063,0.3539823009,0,0.3333333333,0,0,0.5581395349,0.6692902513,0.3490304709,77
605b1d2560f42e6ba7b35361,31,128,0.4367816092,0.6666666667,0,0,0.4096385542,0.3080444735,0.4760297097,0,1,0.6183574879,0.3333333333,0.2135870053,0,0.369047619,0.6375266525,0.2794117647,0.2812467747,0.4293959215,0,0.5,0,0,0.480620155,0.5683512842,0.351800554,76
605b1d2560f42e6ba7b35362,31,129,0.5057471264,0.9166666667,0,0,0.2620481928,0.3169827774,0.484132343,0,1,0.6392914654,0.196969697,0.2525352239,0,0.4226190476,0.6780383795,0.3235294118,0.2416658066,0.3939976914,0,0.5833333333,0,0,0.519379845,0.6509251588,0.3545706371,75
605b1d2560f42e6ba7b35363,31,130,0.5747126437,0.9166666667,0,0,0.3192771084,0.2406801831,0.4159351789,0,1,0.5152979066,0.2424242424,0.2322534326,0,0.3988095238,0.5565031983,0.2647058824,0.2547218495,0.4386302424,0,0.4166666667,0,0,0.5581395349,0.4765258216,0.3573407202,74
605b1d2560f42e6ba7b35364,31,131,0.5114942529,0.6666666667,0,0,0.3765060241,0.3830390233,0.2908507765,0,1,0.5909822866,0.2727272727,0.215561339,0,0.5416666667,0.6759061834,0.3088235294,0.2505934565,0.4640246249,0,0.5833333333,0,0,0.5813953488,0.6165423916,0.3601108033,73
605b1d2560f42e6ba7b35365,31,132,0.5057471264,0.75,0,0,0.5060240964,0.4283845651,0.5503038488,0,1,0.5185185185,0.2272727273,0.2298303868,0,0.380952381,0.5778251599,0.2647058824,0.2356280318,0.5736821855,0,0.25,0,0,0.496124031,0.6426401547,0.3628808864,72
605b1d2560f42e6ba7b35366,31,133,0.3965517241,0.8333333333,0,0,0.4186746988,0.5685633312,0.3181971641,0,1,0.6602254428,0.2878787879,0.2082024589,0,0.3511904762,0.6289978678,0.3676470588,0.253844566,0.3866871874,0,0.5,0,0,0.6124031008,0.4701739851,0.3656509695,71
605b1d2560f42e6ba7b35367,31,134,0.5574712644,0.75,0,0,0.4487951807,0.4619577066,0.3668129642,0,1,0.5169082126,0.2424242424,0.2139908463,0,0.4523809524,0.6076759062,0.1764705882,0.2614304882,0.3516737207,0,0.5,0,0,0.3875968992,0.7032587683,0.3684210526,70
605b1d2560f42e6ba7b35368,31,135,0.4827586207,0.4166666667,0,0,0.4518072289,0.5049051668,0.4539162728,0,1,0.4814814815,0.3181818182,0.2473301624,0,0.3630952381,0.4946695096,0.2794117647,0.2477035814,0.4909580608,0,0.5,0,0,0.7984496124,0.6071527202,0.3711911357,69
605b1d2560f42e6ba7b35369,31,136,0.7298850575,0.3333333333,0,0,0.4277108434,0.2831916285,0.4247130317,0,1,0.5555555556,0.2878787879,0.2614197254,0,0.4226190476,0.6417910448,0.2794117647,0.2736608525,0.4059253559,0,0.5,0,0,0.511627907,0.5117370892,0.3739612188,68
605b1d2560f42e6ba7b3536a,31,137,0.5574712644,0.8333333333,0,0,0.4487951807,0.4185742315,0.5199189737,0,1,0.5748792271,0.2424242424,0.2267791439,0,0.3333333333,0.3368869936,0.2205882353,0.2744865311,0.4913428242,0,0.4166666667,0,0,0.3565891473,0.4312344656,0.3767313019,67
605b1d2560f42e6ba7b3536b,31,138,0.4252873563,0.75,0,0,0.3493975904,0.4366688467,0.406144497,0,1,0.5040257649,0.2878787879,0.2152023692,0,0.369047619,0.6204690832,0.3235294118,0.2779956652,0.3913043478,0,0.1666666667,0,0,0.5426356589,0.5151891743,0.379501385,66
605b1d2560f42e6ba7b3536c,31,139,0.4942528736,0.1666666667,0,0,0.5210843373,0.2243296272,0.4363605672,0,1,0.4927536232,0.2272727273,0.2416315175,0,0.4166666667,0.6865671642,0.3235294118,0.2602951801,0.5294343978,0,0.5833333333,0,0,0.480620155,0.5189174261,0.3822714681,65
605b1d2560f42e6ba7b3536d,31,140,0.724137931,0.75,0,0,0.3554216867,0.423588402,0.3968602296,0,1,0.6070853462,0.2272727273,0.2640222561,0,0.494047619,0.697228145,0.2647058824,0.2678811023,0.2781839169,0,0.3333333333,0,0,0.5426356589,0.6155758078,0.3850415512,64
605b1d2560f42e6ba7b3536e,31,141,0.3908045977,0.5,0,0,0.3343373494,0.4512753434,0.4306212019,0,1,0.6199677939,0.2878787879,0.2213497263,0,0.380952381,0.5863539446,0.3088235294,0.2797502322,0.3963062716,0,0.25,0,0,0.4496124031,0.3859431096,0.3878116343,63
605b1d2560f42e6ba7b3536f,31,142,0.4310344828,0.5,0,0,0.4819277108,0.3719206453,0.4009115463,0,1,0.5426731079,0.3333333333,0.208426815,0,0.4761904762,0.4520255864,0.2941176471,0.2606564145,0.3666794921,0,0.5833333333,0,0,0.5736434109,0.5535763601,0.3905817175,62
605b1d2560f42e6ba7b35370,31,143,0.5977011494,0.4166666667,0,0,0.4156626506,0.4726400698,0.3852126941,0,1,0.5136876006,0.2272727273,0.2164138921,0,0.4642857143,0.5479744136,0.2205882353,0.234905563,0.5290496345,0,0.3333333333,0,0,0.5581395349,0.5273405137,0.3933518006,61
605b1d2560f42e6ba7b35371,31,144,0.6379310345,0.3333333333,0,0,0.5753012048,0.363854371,0.4756920999,0,1,0.5346215781,0.2878787879,0.2089203985,0,0.4047619048,0.5756929638,0.2647058824,0.2612756734,0.5032704886,0,0.3333333333,0,0,0.4651162791,0.5770505385,0.3961218837,60
605b1d2560f42e6ba7b35372,31,145,0.4310344828,0.8333333333,0,0,0.3554216867,0.6208851101,0.6105671843,0,1,0.6022544283,0.3484848485,0.2365161985,0,0.4404761905,0.5863539446,0.2941176471,0.2589018475,0.5563678338,0,0.5,0,0,0.4573643411,0.5309306821,0.3988919668,59
605b1d2560f42e6ba7b35373,31,146,0.3735632184,0.5833333333,0,0,0.484939759,0.3636363636,0.4861580014,0,1,0.5185185185,0.3484848485,0.2371892668,0,0.4642857143,0.5309168443,0.3529411765,0.2660233254,0.3801462101,0,0.4166666667,0,0,0.6046511628,0.5324495996,0.4016620499,58
605b1d2560f42e6ba7b35374,31,147,0.6034482759,0.4166666667,0,0,0.3373493976,0.4242424242,0.395172181,0,1,0.5152979066,0.2575757576,0.2407340932,0,0.3630952381,0.447761194,0.3235294118,0.2648364124,0.4363216622,0,0.5,0,0,0.5658914729,0.5338304336,0.404432133,57
605b1d2560f42e6ba7b35375,31,148,0.2356321839,0.4166666667,0,0,0.4759036145,0.5495966863,0.5678595544,0,1,0.4718196457,0.2575757576,0.2293368034,0,0.5357142857,0.3965884861,0.3382352941,0.234905563,0.5159676799,0,0.4166666667,0,0,0.5426356589,0.5454294394,0.4072022161,56
605b1d2560f42e6ba7b35376,31,149,0.6034482759,0.75,0,0,0.5963855422,0.4872465664,0.4701215395,0,1,0.5829307568,0.3484848485,0.2213497263,0,0.4523809524,0.6289978678,0.25,0.2790793684,0.6090804155,0,0.4166666667,0,0,0.3953488372,0.4225352113,0.4099722992,55
605b1d2560f42e6ba7b35377,31,150,0.6436781609,0.75,0,0,0.5692771084,0.5138434707,0.4503713707,0,1,0.6392914654,0.3939393939,0.2228304765,0,0.4047619048,0.5415778252,0.2794117647,0.2611208587,0.506733359,0,0.4166666667,0,0,0.2945736434,0.2985363159,0.4127423823,54
605b1d2560f42e6ba7b35378,31,151,0.6666666667,0.5,0,0,0.4728915663,0.331589274,0.4140783255,0,1,0.5587761675,0.2727272727,0.2583236112,0,0.4166666667,0.6076759062,0.3676470588,0.2635978945,0.5983070412,0,0.5,0,0,0.480620155,0.420740127,0.4155124654,53
605b1d2560f42e6ba7b35379,31,152,0.5632183908,0.8333333333,0,0,0.4457831325,0.5862219315,0.5388251182,0,1,0.4637681159,0.2424242424,0.226599659,0,0.4166666667,0.5437100213,0.3970588235,0.2764991227,0.5455944594,0,0.4166666667,0,0,0.4108527132,0.4435238884,0.4182825485,52
605b1d2560f42e6ba7b3537a,31,153,0.4942528736,0.8333333333,0,0,0.4006024096,0.5120994114,0.5254895341,0,1,0.4766505636,0.3333333333,0.2705734542,0,0.505952381,0.5799573561,0.3235294118,0.2768603571,0.3639861485,0,0.4166666667,0,0,0.4418604651,0.5197459265,0.4210526316,51
605b1d2560f42e6ba7b3537b,31,154,0.683908046,0.3333333333,0,0,0.4668674699,0.6677567037,0.6262660365,0,1,0.4492753623,0.3787878788,0.2492596249,0,0.5238095238,0.6098081023,0.3382352941,0.2659201156,0.6194690265,0,0.5833333333,0,0,0.4496124031,0.5153272577,0.4238227147,50
605b1d2560f42e6ba7b3537c,31,155,0.6034482759,0.25,0,0,0.4939759036,0.3693045564,0.4547602971,0,1,0.6264090177,0.2878787879,0.2634389303,0,0.4761904762,0.5607675906,0.2205882353,0.2792341831,0.4097729896,0,0.5,0,0,0.5813953488,0.5175365921,0.4265927978,49
605b1d2560f42e6ba7b3537d,31,156,0.4482758621,0.25,0,0,0.5301204819,0.4846304774,0.4488521269,0,1,0.5152979066,0.2727272727,0.2510544737,0,0.505952381,0.5756929638,0.2941176471,0.2589018475,0.4178530204,0,0.4166666667,0,0,0.5891472868,0.4373101353,0.4293628809,48
605b1d2560f42e6ba7b3537e,31,157,0.4712643678,0.9166666667,0,0,0.5451807229,0.5131894484,0.5270087779,0,1,0.5475040258,0.3181818182,0.242125101,0,0.5535714286,0.5437100213,0.4117647059,0.2711322118,0.658330127,0,0.4166666667,0,0,0.5426356589,0.477354322,0.432132964,47
605b1d2560f42e6ba7b3537f,31,158,0.3563218391,0.9166666667,0,0,0.5481927711,0.3566601264,0.4971303174,0,1,0.5748792271,0.3333333333,0.2554518532,0,0.3333333333,0.4989339019,0.3676470588,0.2587986376,0.4805694498,0,0.5,0,0,0.5348837209,0.6096382215,0.4349030471,46
605b1d2560f42e6ba7b35380,31,159,0.3218390805,0.75,0,0,0.515060241,0.3538260301,0.5541863606,0,1,0.4927536232,0.3181818182,0.2675670825,0,0.4523809524,0.4371002132,0.25,0.2474455568,0.5321277414,0,0.5833333333,0,0,0.4573643411,0.3501795084,0.4376731302,45
605b1d2560f42e6ba7b35381,31,160,0.5,0.5,0,0,0.6686746988,0.4427730543,0.5064145847,0,1,0.6183574879,0.2575757576,0.250516019,0,0.625,0.5671641791,0.2941176471,0.2867168954,0.5536744902,0,0.5833333333,0,0,0.480620155,0.5463960232,0.4404432133,44
605b1d2560f42e6ba7b35382,31,161,0.5,0.5833333333,0,0,0.656626506,0.3919773272,0.6578325456,0,1,0.384863124,0.3333333333,0.2599838464,0,0.5714285714,0.5671641791,0.4117647059,0.2815564042,0.4182377838,0,0.4166666667,0,0,0.4651162791,0.4710024855,0.4432132964,43
605b1d2560f42e6ba7b35383,31,162,0.4770114943,0.5,0,0,0.4036144578,0.5022890778,0.5285280216,0,1,0.4830917874,0.3636363636,0.2398366688,0,0.5535714286,0.3965884861,0.3382352941,0.3218082361,0.5101962293,0,0.5,0,0,0.4108527132,0.4977906656,0.4459833795,42
605b1d2560f42e6ba7b35384,31,163,0.5977011494,0.8333333333,0,0,0.5210843373,0.4647918029,0.548784605,0,1,0.4927536232,0.4090909091,0.2388495019,0,0.5476190476,0.4648187633,0.4264705882,0.2487872845,0.5494420931,0,0.4166666667,0,0,0.2945736434,0.4589892295,0.4487534626,41
605b1d2560f42e6ba7b35385,31,164,0.5517241379,0.9166666667,0,0,0.4789156627,0.402441683,0.5325793383,0,1,0.4943639291,0.3333333333,0.2491698824,0,0.4821428571,0.5223880597,0.3970588235,0.2752089999,0.5425163524,0,0.5,0,0,0.2248062016,0.6568627451,0.4515235457,40
605b1d2560f42e6ba7b35386,31,165,0.6149425287,0.4166666667,0,0,0.4939759036,0.4754741661,0.5211006077,0,1,0.4396135266,0.4090909091,0.2407789644,0,0.4761904762,0.5458422175,0.3676470588,0.2932707194,0.4944209311,0,0.5,0,0,0.4263565891,0.3370615852,0.4542936288,39
605b1d2560f42e6ba7b35387,31,166,0.6954022989,0.5,0,0,0.4397590361,0.2705471986,0.6419648886,0,1,0.46215781,0.4090909091,0.2302342278,0,0.4583333333,0.4946695096,0.2647058824,0.258592218,0.5829165063,0,0.5833333333,0,0,0.5271317829,0.4948909141,0.4570637119,38
605b1d2560f42e6ba7b35388,31,167,0.3563218391,0.9166666667,0,0,0.4728915663,0.5897100501,0.6006076975,0,1,0.5491143317,0.3181818182,0.2636632864,0,0.630952381,0.5074626866,0.3529411765,0.2935803488,0.5779145825,0,0.4166666667,0,0,0.488372093,0.4588511461,0.459833795,37
605b1d2560f42e6ba7b35389,31,168,0.4827586207,0.4166666667,0,0,0.6596385542,0.5461085677,0.64027684,0,1,0.4718196457,0.2424242424,0.2310419097,0,0.5357142857,0.4989339019,0.3088235294,0.2679843121,0.6067718353,0,0.6666666667,0,0,0.3720930233,0.3758630213,0.4626038781,36
605b1d2560f42e6ba7b3538a,31,169,0.408045977,0.75,0,0,0.4969879518,0.5914541094,0.5617825793,0,1,0.3784219002,0.3636363636,0.2865924796,0,0.3928571429,0.4328358209,0.3823529412,0.2522448137,0.4255482878,0,0.5833333333,0,0,0.2868217054,0.4067937034,0.4653739612,35
605b1d2560f42e6ba7b3538b,31,170,0.6149425287,0.8333333333,0,0,0.3765060241,0.3939393939,0.559756921,0,1,0.4766505636,0.3787878788,0.266041461,0,0.5416666667,0.460554371,0.3235294118,0.2770667768,0.6363986149,0,0.4166666667,0,0,0.480620155,0.3779342723,0.4681440443,34
605b1d2560f42e6ba7b3538c,31,171,0.5517241379,0.5833333333,0,0,0.686746988,0.5116633966,0.5940243079,0,1,0.46215781,0.303030303,0.2532531634,0,0.5297619048,0.4157782516,0.3382352941,0.2923934359,0.610619469,0,0.5,0,0,0.4341085271,0.5472245236,0.4709141274,33
605b1d2560f42e6ba7b3538d,31,172,0.6609195402,0.75,0,0,0.5481927711,0.5698713756,0.4436191762,0,1,0.3993558776,0.3939393939,0.26563762,0,0.505952381,0.5778251599,0.3088235294,0.2713386314,0.5175067334,0,0.5833333333,0,0,0.3798449612,0.2796188898,0.4736842105,32
605b1d2560f42e6ba7b3538e,31,173,0.5977011494,0.4166666667,0,0,0.5030120482,0.4318726837,0.5253207292,0,1,0.4057971014,0.3636363636,0.2624068922,0,0.5654761905,0.4541577825,0.3529411765,0.2973475075,0.4678722586,0,0.5,0,0,0.3565891473,0.5045567523,0.4764542936,31
605b1d2560f42e6ba7b3538f,31,174,0.5804597701,0.9166666667,0,0,0.4397590361,0.5025070852,0.6598582039,0,1,0.4074074074,0.3787878788,0.2549133985,0,0.5416666667,0.3667377399,0.3823529412,0.2688615956,0.5440554059,0,0.4166666667,0,0,0.3643410853,0.396713615,0.4792243767,30
605b1d2560f42e6ba7b35390,31,175,0.7471264368,0.5833333333,0,0,0.5271084337,0.5273599302,0.6737002026,0,1,0.3301127214,0.3939393939,0.2598492327,0,0.4642857143,0.4840085288,0.3529411765,0.2766539375,0.6406310119,0,0.5833333333,0,0,0.3333333333,0.3117923226,0.4819944598,29
605b1d2560f42e6ba7b35391,31,176,0.4770114943,0.3333333333,0,0,0.6385542169,0.5759755832,0.7013841999,0,1,0.5426731079,0.4393939394,0.2722336893,0,0.6428571429,0.3560767591,0.3970588235,0.2827949221,0.6729511351,0,0.5833333333,0,0,0.496124031,0.370615852,0.4847645429,28
605b1d2560f42e6ba7b35392,31,177,0.3965517241,0.5833333333,0,0,0.5271084337,0.3686505341,0.6443281567,0,1,0.5958132045,0.3484848485,0.2614197254,0,0.5892857143,0.3901918977,0.4117647059,0.2465166684,0.6379376683,0,0.5833333333,0,0,0.3953488372,0.3334714167,0.487534626,27
605b1d2560f42e6ba7b35393,31,178,0.4310344828,0.8333333333,0,0,0.6054216867,0.5731414868,0.5918298447,0,1,0.4009661836,0.3939393939,0.2598492327,0,0.6130952381,0.4413646055,0.4117647059,0.31659614,0.6818006926,0,0.5,0,0,0.2558139535,0.3754487711,0.4903047091,26
605b1d2560f42e6ba7b35394,31,179,0.5804597701,0.5,0,0,0.6837349398,0.5881839983,0.7452734639,0,1,0.4847020934,0.3181818182,0.2909449879,0,0.6964285714,0.2174840085,0.3970588235,0.2825885024,0.6186994998,0,0.5,0,0,0.3875968992,0.338718586,0.4930747922,25
605b1d2560f42e6ba7b35395,31,180,0.2643678161,0.5,0,0,0.5271084337,0.7126662307,0.673193788,0,1,0.2962962963,0.4545454545,0.2854706991,0,0.7023809524,0.4648187633,0.4117647059,0.2982763959,0.5040400154,0,0.5833333333,0,0,0.4728682171,0.3815244408,0.4958448753,24
605b1d2560f42e6ba7b35396,31,181,0.591954023,0.6666666667,0,0,0.7078313253,0.4222803575,0.6775827144,0,1,0.4267310789,0.3636363636,0.2736695683,0,0.7023809524,0.4562899787,0.4117647059,0.2824336877,0.6537129665,0,0.5,0,0,0.3720930233,0.4037558685,0.4986149584,23
605b1d2560f42e6ba7b35397,31,182,0.6091954023,0.3333333333,0,0,0.6084337349,0.6278613473,0.6208642809,0,1,0.4138486312,0.3636363636,0.2787848874,0,0.6726190476,0.2793176972,0.4117647059,0.2753638146,0.696806464,0,0.6666666667,0,0,0.3100775194,0.430682132,0.5013850416,22
605b1d2560f42e6ba7b35398,31,183,0.6091954023,0.5833333333,0,0,0.6746987952,0.5870939612,0.5955435517,0,1,0.3784219002,0.4090909091,0.2710221664,0,0.5833333333,0.4307036247,0.4705882353,0.2851687481,0.616775683,0,0.5833333333,0,0,0.3100775194,0.3630212648,0.5041551247,21
605b1d2560f42e6ba7b35399,31,184,0.4540229885,0.75,0,0,0.7289156627,0.5195116634,0.6689736664,0,1,0.3687600644,0.4393939394,0.2944000718,0,0.494047619,0.3475479744,0.4558823529,0.2667973991,0.6029242016,0,0.5833333333,0,0,0.2945736434,0.2866611433,0.5069252078,20
605b1d2560f42e6ba7b3539a,31,185,0.5229885057,0.3333333333,0,0,0.6807228916,0.626117288,0.7135381499,0,1,0.2979066023,0.3484848485,0.2429776541,0,0.6845238095,0.4136460554,0.4117647059,0.2888843018,0.6556367834,0,0.5,0,0,0.3798449612,0.4085887876,0.5096952909,19
605b1d2560f42e6ba7b3539b,31,186,0.591954023,0.4166666667,0,0,0.6325301205,0.616088947,0.6098919649,0,1,0.2399355878,0.4090909091,0.2636632864,0,0.7142857143,0.4093816631,0.4264705882,0.2620497471,0.6852635629,0,0.5833333333,0,0,0.3565891473,0.3526650097,0.512465374,18
605b1d2560f42e6ba7b3539c,31,187,0.6091954023,0.1666666667,0,0,0.4939759036,0.6204490953,0.7444294396,0,1,0.347826087,0.5151515152,0.2471955488,0,0.6547619048,0.2814498934,0.4558823529,0.2975023222,0.7171989227,0,0.6666666667,0,0,0.2713178295,0.5356255178,0.5152354571,17
605b1d2560f42e6ba7b3539d,31,188,0.3793103448,0.8333333333,0,0,0.6596385542,0.5903640724,0.6966576637,0,1,0.3397745572,0.4090909091,0.2588171947,0,0.6071428571,0.3113006397,0.4852941176,0.2758282589,0.6979607541,0,0.5833333333,0,0,0.3488372093,0.4667219,0.5180055402,16
605b1d2560f42e6ba7b3539e,31,189,0.4770114943,0.4166666667,0,0,0.6536144578,0.4120340092,0.7153950034,0,1,0.3671497585,0.3939393939,0.2781566903,0,0.5773809524,0.2601279318,0.3382352941,0.2681391268,0.5648326279,0,0.5833333333,0,0,0.3565891473,0.3670256835,0.5207756233,15
605b1d2560f42e6ba7b3539f,31,190,0.6781609195,0.1666666667,0,0,0.6445783133,0.5831698278,0.6652599595,0,1,0.2914653784,0.4090909091,0.301175626,0,0.6845238095,0.3113006397,0.4117647059,0.2920838064,0.5856098499,0,0.5833333333,0,0,0.1860465116,0.3427230047,0.5235457064,14
605b1d2560f42e6ba7b353a0,31,191,0.5574712644,0.1666666667,0,0,0.6265060241,0.572705472,0.5298784605,0,1,0.3397745572,0.5,0.2717401059,0,0.7023809524,0.3432835821,0.3970588235,0.292909485,0.5863793767,0,0.5833333333,0,0,0.4573643411,0.0568903618,0.5263157895,13
605b1d2560f42e6ba7b353a1,31,192,0.7701149425,0.5,0,0,0.7981927711,0.5796817092,0.8627616475,0,1,0.2898550725,0.5,0.2959256933,0,0.7678571429,0.3347547974,0.4411764706,0.3150995975,0.7791458253,0,0.5,0,0,0.4263565891,0.2449599558,0.5290858726,12
605b1d2560f42e6ba7b353a2,31,193,0.4885057471,0.5833333333,0,0,0.7560240964,0.5679093089,0.8041863606,0,1,0.270531401,0.4545454545,0.2874450328,0,0.6964285714,0.2430703625,0.4705882353,0.2955413355,0.5994613313,0,0.6666666667,0,0,0.2325581395,0.3645401823,0.5318559557,11
605b1d2560f42e6ba7b353a3,31,194,0.6149425287,0.3333333333,0,0,0.6295180723,0.4885546109,0.7420661715,0,1,0.2930756844,0.4393939394,0.2654581352,0,0.7738095238,0.3432835821,0.4558823529,0.2913613376,0.5979222778,0,0.5833333333,0,0,0.2945736434,0.2653962994,0.5346260388,10
605b1d2560f42e6ba7b353a4,31,195,0.6781609195,0.1666666667,0,0,0.7108433735,0.7146282974,0.7459486833,0,1,0.3349436393,0.3939393939,0.3142331509,0,0.630952381,0.2452025586,0.4705882353,0.2642171535,0.5640631012,0,0.6666666667,0,0,0.2713178295,0.3617785142,0.5373961219,9
605b1d2560f42e6ba7b353a5,31,196,0.4712643678,0.5833333333,0,0,0.6325301205,0.5918901243,0.6483794733,0,1,0.2624798712,0.4242424242,0.3107331957,0,0.5535714286,0.1833688699,0.5,0.298792445,0.6794921124,0,0.5833333333,0,0,0.3023255814,0.2986743993,0.540166205,8
605b1d2560f42e6ba7b353a6,32,1,0.4655172414,0.8333333333,0,0,0.406626506,0.2158273381,0.3013166779,0,1,0.6892109501,0.1060606061,0.232118819,0,0.1607142857,0.8059701493,0.1470588235,0.2545670348,0.1839168911,0,0.25,0,0,0.5891472868,0.6242750621,0,192
605b1d2560f42e6ba7b353a7,32,2,0.4137931034,0.1666666667,0,0,0.2590361446,0.2084150861,0.3398041864,0,1,0.7922705314,0.1060606061,0.1838373867,0,0.0952380952,0.9147121535,0.1617647059,0.2683971514,0.2212389381,0,0.3333333333,0,0,0.6899224806,0.8842861088,0.0027700831,191
605b1d2560f42e6ba7b353a8,32,3,0.6264367816,0.5833333333,0,0,0.2740963855,0.142794855,0.1767386901,0,1,0.7745571659,0.0454545455,0.1684016872,0,0.1607142857,0.9061833689,0.0882352941,0.2498709877,0.3797614467,0,0.3333333333,0,0,0.8449612403,0.6556199945,0.0055401662,190
605b1d2560f42e6ba7b353a9,32,4,0.6494252874,0.75,0,0,0.1445783133,0.3272291258,0.3936529372,0,0,0.7971014493,0.1060606061,0.2327470161,0,0.2083333333,0.8166311301,0.2205882353,0.2743833213,0.3301269719,0,0.25,0,0,0.7441860465,0.6199944767,0.0083102493,189
605b1d2560f42e6ba7b353aa,32,5,0.5977011494,0.8333333333,0,0,0.3463855422,0.2561587094,0.3180283592,0,1,0.732689211,0.1363636364,0.2359328727,0,0.1488095238,0.8166311301,0.1176470588,0.2627722159,0.2470180839,0,0.25,0,0,0.6899224806,0.6460922397,0.0110803324,188
605b1d2560f42e6ba7b353ab,32,6,0.5517241379,0.3333333333,0,0,0.3192771084,0.1560933072,0.2344699527,0,0,0.7069243156,0.0757575758,0.2083819438,0,0.25,0.7846481876,0.1911764706,0.2514191351,0.3074259331,0,0.3333333333,0,0,0.6511627907,0.7761668048,0.0138504155,187
605b1d2560f42e6ba7b353ac,32,7,0.3333333333,0.6666666667,0,0,0.0873493976,0.291911925,0.1877110061,0,1,0.7230273752,0.1212121212,0.2379520775,0,0.2142857143,0.8742004264,0.2205882353,0.2788213438,0.3220469411,0,0.3333333333,0,0,0.7519379845,0.8777961889,0.0166204986,186
605b1d2560f42e6ba7b353ad,32,8,0.4942528736,0.5,0,0,0.2228915663,0.4571615435,0.1819716408,0,1,0.729468599,0.196969697,0.1819079243,0,0.1666666667,0.8379530917,0.0882352941,0.243781608,0.2089265102,0,0.4166666667,0,0,0.7674418605,0.8235294118,0.0193905817,185
605b1d2560f42e6ba7b353ae,32,9,0.7356321839,0.25,0,0,0.2168674699,0.3324613037,0.232950709,0,1,0.7954911433,0.0454545455,0.2020999731,0,0.1547619048,0.763326226,0.1617647059,0.2560635773,0.3724509427,0,0.3333333333,0,0,0.5813953488,0.7274233637,0.0221606648,184
605b1d2560f42e6ba7b353af,32,10,0.5229885057,0.3333333333,0,0,0.1445783133,0.2245476346,0.3372721134,0,1,0.6956521739,0.0303030303,0.2099075653,0,0.1904761905,0.7420042644,0.2058823529,0.2906904737,0.2339361293,0,0.1666666667,0,0,0.7364341085,0.8076498205,0.0249307479,183
605b1d2560f42e6ba7b353b0,32,11,0.3908045977,0.3333333333,0,0,0.1415662651,0.2587747983,0.2552329507,0,1,0.7971014493,0.0151515152,0.2332405995,0,0.1904761905,0.8144989339,0.1323529412,0.2798018371,0.2774143902,0,0.4166666667,0,0,0.6976744186,0.7108533554,0.027700831,182
605b1d2560f42e6ba7b353b1,32,12,0.7413793103,0.25,0,0,0.2801204819,0.2801395247,0.1537812289,0,1,0.6312399356,0.0909090909,0.2113883155,0,0.0297619048,0.8400852878,0.1911764706,0.2294870472,0.2327818392,0,0.1666666667,0,0,0.7596899225,0.5357636012,0.0304709141,181
605b1d2560f42e6ba7b353b2,32,13,0.5574712644,0.8333333333,0,0,0.2409638554,0.3302812296,0.0693787981,0,1,0.7165861514,0.1515151515,0.2314457507,0,0.1845238095,0.8891257996,0.1617647059,0.2542058004,0.3601385148,0,0.25,0,0,0.6356589147,0.7667771334,0.0332409972,180
605b1d2560f42e6ba7b353b3,32,14,0.5057471264,0.25,0,0,0.3222891566,0.2714192283,0.2545577313,0,1,0.7520128824,0.1060606061,0.1968949116,0,0.2321428571,0.9402985075,0.1176470588,0.2280421096,0.3335898422,0,0.3333333333,0,0,0.7906976744,0.7760287213,0.0360110803,179
605b1d2560f42e6ba7b353b4,32,15,0.5287356322,0.9166666667,0,0,0.3554216867,0.2020928712,0.4230249831,0,1,0.8019323671,0.1212121212,0.2113883155,0,-0.005952381,0.8059701493,0.2352941176,0.2372277841,0.3047325895,0,0.3333333333,0,0,0.8062015504,0.6607290804,0.0387811634,178
